query_id;dop;execution_time;estimate_exec_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;
85;12;2433.89;9691;2120704;1680651;1918976;1048576;5334016;33554432;23449600;640000;1630208;2760704;0;0;0;2.37956e+07;41;web_sales,catalog_sales,customer,date_dim,store_sales;select count(*)  from ((select distinct c_last_name, c_first_name, d_date        from store_sales, date_dim, customer        where store_sales.ss_sold_date_sk = date_dim.d_date_sk          and store_sales.ss_customer_sk = customer.c_customer_sk          and d_month_seq between 1212 and 1212+11)        except       (select distinct c_last_name, c_first_name, d_date        from catalog_sales, date_dim, customer        where catalog_sales.cs_sold_date_sk = date_dim.d_date_sk          and catalog_sales.cs_bill_customer_sk = customer.c_customer_sk          and d_month_seq between 1212 and 1212+11)        except       (select distinct c_last_name, c_first_name, d_date        from web_sales, date_dim, customer        where web_sales.ws_sold_date_sk = date_dim.d_date_sk          and web_sales.ws_bill_customer_sk = customer.c_customer_sk          and d_month_seq between 1212 and 1212+11) ) cool_cust ;
86;12;1824.89;504;1174528;169743;930816;1048576;5334016;33554432;23449600;640000;1680384;1814528;0;0;0;1.01607e+07;103;time_dim,store,household_demographics,store_sales;select  * from  (select count(*) h8_30_to_9  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk         and ss_hdemo_sk = household_demographics.hd_demo_sk       and ss_store_sk = s_store_sk      and time_dim.t_hour = 8      and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))       and store.s_store_name = 'ese') s1,  (select count(*) h9_to_9_30   from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk       and time_dim.t_hour = 9       and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s2,  (select count(*) h9_30_to_10   from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 9      and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s3,  (select count(*) h10_to_10_30  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 10       and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s4,  (select count(*) h10_30_to_11  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 10       and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s5,  (select count(*) h11_to_11_30  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk       and time_dim.t_hour = 11      and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s6,  (select count(*) h11_30_to_12  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 11      and time_dim.t_minute >= 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s7,  (select count(*) h12_to_12_30  from store_sales, household_demographics , time_dim, store  where ss_sold_time_sk = time_dim.t_time_sk      and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk      and time_dim.t_hour = 12      and time_dim.t_minute < 30      and ((household_demographics.hd_dep_count = -1 and household_demographics.hd_vehicle_count<=-1+2) or           (household_demographics.hd_dep_count = 0 and household_demographics.hd_vehicle_count<=0+2) or           (household_demographics.hd_dep_count = 2 and household_demographics.hd_vehicle_count<=2+2))      and store.s_store_name = 'ese') s8 ;
87;12;720.941;549;166912;37690;1354752;1048576;5334016;33554432;23449600;640000;671744;806912;0;0;0;1.41349e+06;17;date_dim,store,store_sales,item;select  * from( select i_category, i_class, i_brand,        s_store_name, s_company_name,        d_moy,        sum(ss_sales_price) sum_sales,        avg(sum(ss_sales_price)) over          (partition by i_category, i_brand, s_store_name, s_company_name)          avg_monthly_sales from item, store_sales, date_dim, store where ss_item_sk = i_item_sk and       ss_sold_date_sk = d_date_sk and       ss_store_sk = s_store_sk and       d_year in (2001) and         ((i_category in ('Electronics','Books','Home') and           i_class in ('scanners','parenting','wallpaper')          )       or (i_category in ('Shoes','Sports','Women') and           i_class in ('kids','archery','dresses')          )) group by i_category, i_class, i_brand,          s_store_name, s_company_name, d_moy) tmp1 where case when (avg_monthly_sales <> 0) then (abs(sum_sales - avg_monthly_sales) / avg_monthly_sales) else null end > 0.1 order by sum_sales - avg_monthly_sales, s_store_name limit 100;
88;12;271.021;210;261120;36113;508928;1048576;5334016;33554432;23449600;640000;758784;901120;0;0;0;963966;25;web_page,time_dim,household_demographics,web_sales;select  cast(amc as decimal(15,4))/cast(pmc as decimal(15,4)) am_pm_ratio  from ( select count(*) amc        from web_sales, household_demographics , time_dim, web_page        where ws_sold_time_sk = time_dim.t_time_sk          and ws_ship_hdemo_sk = household_demographics.hd_demo_sk          and ws_web_page_sk = web_page.wp_web_page_sk          and time_dim.t_hour between 12 and 12+1          and household_demographics.hd_dep_count = 0          and web_page.wp_char_count between 5000 and 5200) at,       ( select count(*) pmc        from web_sales, household_demographics , time_dim, web_page        where ws_sold_time_sk = time_dim.t_time_sk          and ws_ship_hdemo_sk = household_demographics.hd_demo_sk          and ws_web_page_sk = web_page.wp_web_page_sk          and time_dim.t_hour between 15 and 15+1          and household_demographics.hd_dep_count = 0          and web_page.wp_char_count between 5000 and 5200) pt  order by am_pm_ratio  limit 100;
89;12;398.381;69;390144;61446;598016;1048576;5334016;33554432;23449600;640000;804864;1030144;0;0;0;741933;20;household_demographics,customer_demographics,customer,date_dim,catalog_returns,customer_address,call_center;select           cc_call_center_id Call_Center,         cc_name Call_Center_Name,         cc_manager Manager,         sum(cr_net_loss) Returns_Loss from         call_center,         catalog_returns,         date_dim,         customer,         customer_address,         customer_demographics,         household_demographics where         cr_call_center_sk       = cc_call_center_sk and     cr_returned_date_sk     = d_date_sk and     cr_returning_customer_sk= c_customer_sk and     cd_demo_sk              = c_current_cdemo_sk and     hd_demo_sk              = c_current_hdemo_sk and     ca_address_sk           = c_current_addr_sk and     d_year                  = 2002  and     d_moy                   = 11 and     ( (cd_marital_status       = 'M' and cd_education_status     = 'Unknown')         or(cd_marital_status       = 'W' and cd_education_status     = 'Advanced Degree')) and     hd_buy_potential like 'Unknown%' and     ca_gmt_offset           = -6 group by cc_call_center_id,cc_name,cc_manager,cd_marital_status,cd_education_status order by sum(cr_net_loss) desc;
90;12;314.146;111;11264;7633;392192;1048576;5334016;33554432;23449600;640000;649216;651264;0;0;0;194167;17;date_dim,item,web_sales;select      sum(ws_ext_discount_amt)  as "Excess Discount Amount"  from      web_sales     ,item     ,date_dim where i_manufact_id = 783 and i_item_sk = ws_item_sk  and d_date between '1999-03-21' and          (cast('1999-03-21' as date) + 90 ) and d_date_sk = ws_sold_date_sk  and ws_ext_discount_amt        > (           SELECT              1.3 * avg(ws_ext_discount_amt)           FROM              web_sales             ,date_dim          WHERE                ws_item_sk = i_item_sk            and d_date between '1999-03-21' and                              (cast('1999-03-21' as date) + 90 )           and d_date_sk = ws_sold_date_sk        )  order by sum(ws_ext_discount_amt) limit 100;
91;12;225.695;742;340992;14979;452608;1048576;5334016;33554432;23449600;640000;851968;980992;0;0;0;1.18269e+06;16;reason,store_returns,store_sales;select  ss_customer_sk             ,sum(act_sales) sumsales       from (select ss_item_sk                   ,ss_ticket_number                   ,ss_customer_sk                   ,case when sr_return_quantity is not null then (ss_quantity-sr_return_quantity)*ss_sales_price                                                             else (ss_quantity*ss_sales_price) end act_sales             from store_sales left outer join store_returns on (sr_item_sk = ss_item_sk                                                                and sr_ticket_number = ss_ticket_number)                 ,reason             where sr_reason_sk = r_reason_sk               and r_reason_desc = 'reason 56') t       group by ss_customer_sk       order by sumsales, ss_customer_sk limit 100;
92;12;19131.6;421;402432;60805;1205248;1048576;5334016;33554432;23449600;640000;862208;1042432;0;0;0;945379;19;web_site,customer_address,date_dim,web_returns,web_sales;select      count(distinct ws_order_number) as "order count"   ,sum(ws_ext_ship_cost) as "total shipping cost"   ,sum(ws_net_profit) as "total net profit" from    web_sales ws1   ,date_dim   ,customer_address   ,web_site where     d_date between '2001-5-01' and             (cast('2001-5-01' as date) + 60 ) and ws1.ws_ship_date_sk = d_date_sk and ws1.ws_ship_addr_sk = ca_address_sk and ca_state = 'AR' and ws1.ws_web_site_sk = web_site_sk and web_company_name = 'pri' and exists (select *             from web_sales ws2             where ws1.ws_order_number = ws2.ws_order_number               and ws1.ws_warehouse_sk <> ws2.ws_warehouse_sk) and not exists(select *                from web_returns wr1                where ws1.ws_order_number = wr1.wr_order_number) order by count(distinct ws_order_number) limit 100;
96;12;248.748;503;149504;20766;960512;1048576;5334016;33554432;23449600;641024;655360;790528;0;0;0;907784;14;time_dim,store,household_demographics,store_sales;select  count(*)  from store_sales     ,household_demographics      ,time_dim, store where ss_sold_time_sk = time_dim.t_time_sk        and ss_hdemo_sk = household_demographics.hd_demo_sk      and ss_store_sk = s_store_sk     and time_dim.t_hour = 8     and time_dim.t_minute >= 30     and household_demographics.hd_dep_count = 5     and store.s_store_name = 'ese' order by count(*) limit 100;
97;12;3338.21;116451;1190912;1261321;1355776;1048576;5334016;33554432;23449600;640000;935936;1830912;0;0;0;1.03163e+08;24;store_sales,date_dim,catalog_sales;with ssci as ( select ss_customer_sk customer_sk       ,ss_item_sk item_sk from store_sales,date_dim where ss_sold_date_sk = d_date_sk   and d_month_seq between 1176 and 1176 + 11 group by ss_customer_sk         ,ss_item_sk), csci as(  select cs_bill_customer_sk customer_sk       ,cs_item_sk item_sk from catalog_sales,date_dim where cs_sold_date_sk = d_date_sk   and d_month_seq between 1176 and 1176 + 11 group by cs_bill_customer_sk         ,cs_item_sk)  select  sum(case when ssci.customer_sk is not null and csci.customer_sk is null then 1 else 0 end) store_only       ,sum(case when ssci.customer_sk is null and csci.customer_sk is not null then 1 else 0 end) catalog_only       ,sum(case when ssci.customer_sk is not null and csci.customer_sk is not null then 1 else 0 end) store_and_catalog from ssci full outer join csci on (ssci.customer_sk=csci.customer_sk                                and ssci.item_sk = csci.item_sk) limit 100;
98;12;575.28;425;153600;53772;1142784;1048576;5334016;33554432;23449600;641024;658432;794624;0;0;0;948826;12;date_dim,item,store_sales;select i_item_id       ,i_item_desc        ,i_category        ,i_class        ,i_current_price       ,sum(ss_ext_sales_price) as itemrevenue        ,sum(ss_ext_sales_price)*100/sum(sum(ss_ext_sales_price)) over           (partition by i_class) as revenueratio from   store_sales      ,item       ,date_dim where   ss_item_sk = i_item_sk     and i_category in ('Children', 'Women', 'Shoes')    and ss_sold_date_sk = d_date_sk  and d_date between cast('2001-03-09' as date)      and (cast('2001-03-09' as date) + 30 ) group by   i_item_id         ,i_item_desc          ,i_category         ,i_class         ,i_current_price order by   i_category         ,i_class         ,i_item_id         ,i_item_desc         ,revenueratio;
99;12;447.778;655;350208;74908;954368;1048576;5334016;33554432;23449600;640000;799744;990208;0;0;0;1.3776e+06;20;date_dim,call_center,ship_mode,warehouse,catalog_sales;select      substr(w_warehouse_name,1,20)   ,sm_type   ,cc_name   ,sum(case when (cs_ship_date_sk - cs_sold_date_sk <= 30 ) then 1 else 0 end)  as "30 days"    ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 30) and                   (cs_ship_date_sk - cs_sold_date_sk <= 60) then 1 else 0 end )  as "31-60 days"    ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 60) and                   (cs_ship_date_sk - cs_sold_date_sk <= 90) then 1 else 0 end)  as "61-90 days"    ,sum(case when (cs_ship_date_sk - cs_sold_date_sk > 90) and                  (cs_ship_date_sk - cs_sold_date_sk <= 120) then 1 else 0 end)  as "91-120 days"    ,sum(case when (cs_ship_date_sk - cs_sold_date_sk  > 120) then 1 else 0 end)  as ">120 days"  from    catalog_sales   ,warehouse   ,ship_mode   ,call_center   ,date_dim where     d_month_seq between 1222 and 1222 + 11 and cs_ship_date_sk   = d_date_sk and cs_warehouse_sk   = w_warehouse_sk and cs_ship_mode_sk   = sm_ship_mode_sk and cs_call_center_sk = cc_call_center_sk group by    substr(w_warehouse_name,1,20)   ,sm_type   ,cc_name order by substr(w_warehouse_name,1,20)         ,sm_type         ,cc_name limit 100;
1;16;1387.2;573;155648;137916;402432;1048576;5334016;33554432;23449600;640000;646144;795648;0;0;0;618356;22;date_dim,store_returns,customer,store;with customer_total_return as (select sr_customer_sk as ctr_customer_sk ,sr_store_sk as ctr_store_sk ,sum(SR_RETURN_AMT_INC_TAX) as ctr_total_return from store_returns ,date_dim where sr_returned_date_sk = d_date_sk and d_year =1999 group by sr_customer_sk ,sr_store_sk)  select  c_customer_id from customer_total_return ctr1 ,store ,customer where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2 from customer_total_return ctr2 where ctr1.ctr_store_sk = ctr2.ctr_store_sk) and s_store_sk = ctr1.ctr_store_sk and s_state = 'SD' and ctr1.ctr_customer_sk = c_customer_sk order by c_customer_id limit 100;
2;16;52980.2;10990;6119424;6104994;6819840;1048576;5334016;33554432;23449600;640000;647168;6759424;0;0;0;7.51784e+06;24;catalog_sales,web_sales,date_dim;with wscs as  (select sold_date_sk         ,sales_price   from (select ws_sold_date_sk sold_date_sk               ,ws_ext_sales_price sales_price         from web_sales          union all         select cs_sold_date_sk sold_date_sk               ,cs_ext_sales_price sales_price         from catalog_sales)),  wswscs as   (select d_week_seq,         sum(case when (d_day_name='Sunday') then sales_price else null end) sun_sales,         sum(case when (d_day_name='Monday') then sales_price else null end) mon_sales,         sum(case when (d_day_name='Tuesday') then sales_price else  null end) tue_sales,         sum(case when (d_day_name='Wednesday') then sales_price else null end) wed_sales,         sum(case when (d_day_name='Thursday') then sales_price else null end) thu_sales,         sum(case when (d_day_name='Friday') then sales_price else null end) fri_sales,         sum(case when (d_day_name='Saturday') then sales_price else null end) sat_sales  from wscs      ,date_dim  where d_date_sk = sold_date_sk  group by d_week_seq)  select d_week_seq1        ,round(sun_sales1/sun_sales2,2)        ,round(mon_sales1/mon_sales2,2)        ,round(tue_sales1/tue_sales2,2)        ,round(wed_sales1/wed_sales2,2)        ,round(thu_sales1/thu_sales2,2)        ,round(fri_sales1/fri_sales2,2)        ,round(sat_sales1/sat_sales2,2)  from  (select wswscs.d_week_seq d_week_seq1         ,sun_sales sun_sales1         ,mon_sales mon_sales1         ,tue_sales tue_sales1         ,wed_sales wed_sales1         ,thu_sales thu_sales1         ,fri_sales fri_sales1         ,sat_sales sat_sales1   from wswscs,date_dim    where date_dim.d_week_seq = wswscs.d_week_seq and         d_year = 1998) y,  (select wswscs.d_week_seq d_week_seq2         ,sun_sales sun_sales2         ,mon_sales mon_sales2         ,tue_sales tue_sales2         ,wed_sales wed_sales2         ,thu_sales thu_sales2         ,fri_sales fri_sales2         ,sat_sales sat_sales2   from wswscs       ,date_dim    where date_dim.d_week_seq = wswscs.d_week_seq and         d_year = 1998+1) z  where d_week_seq1=d_week_seq2-53  order by d_week_seq1;
3;16;1580.81;254;7168;4923;1013760;1048576;5334016;33554432;23449600;640000;645120;647168;0;0;0;310892;9;item,store_sales,date_dim;select  dt.d_year         ,item.i_brand_id brand_id         ,item.i_brand brand        ,sum(ss_sales_price) sum_agg  from  date_dim dt        ,store_sales       ,item  where dt.d_date_sk = store_sales.ss_sold_date_sk    and store_sales.ss_item_sk = item.i_item_sk    and item.i_manufact_id = 211    and dt.d_moy=11  group by dt.d_year       ,item.i_brand       ,item.i_brand_id  order by dt.d_year          ,sum_agg desc          ,brand_id  limit 100;
4;16;18572.5;13501;1159168;1138276;3062784;1048576;5334016;33554432;23449600;640000;661504;1799168;0;0;0;2.1145e+07;41;web_returns,web_sales,web_site,catalog_sales,catalog_page,catalog_returns,store_returns,store_sales,store,date_dim;with ssr as  (select s_store_id,         sum(sales_price) as sales,         sum(profit) as profit,         sum(return_amt) as returns,         sum(net_loss) as profit_loss  from   ( select  ss_store_sk as store_sk,             ss_sold_date_sk  as date_sk,             ss_ext_sales_price as sales_price,             ss_net_profit as profit,             cast(0 as decimal(7,2)) as return_amt,             cast(0 as decimal(7,2)) as net_loss     from store_sales     union all     select sr_store_sk as store_sk,            sr_returned_date_sk as date_sk,            cast(0 as decimal(7,2)) as sales_price,            cast(0 as decimal(7,2)) as profit,            sr_return_amt as return_amt,            sr_net_loss as net_loss     from store_returns    ) salesreturns,      date_dim,      store  where date_sk = d_date_sk        and d_date between cast('1998-08-21' as date)                    and (cast('1998-08-21' as date) +  14 )        and store_sk = s_store_sk  group by s_store_id)  ,  csr as  (select cp_catalog_page_id,         sum(sales_price) as sales,         sum(profit) as profit,         sum(return_amt) as returns,         sum(net_loss) as profit_loss  from   ( select  cs_catalog_page_sk as page_sk,             cs_sold_date_sk  as date_sk,             cs_ext_sales_price as sales_price,             cs_net_profit as profit,             cast(0 as decimal(7,2)) as return_amt,             cast(0 as decimal(7,2)) as net_loss     from catalog_sales     union all     select cr_catalog_page_sk as page_sk,            cr_returned_date_sk as date_sk,            cast(0 as decimal(7,2)) as sales_price,            cast(0 as decimal(7,2)) as profit,            cr_return_amount as return_amt,            cr_net_loss as net_loss     from catalog_returns    ) salesreturns,      date_dim,      catalog_page  where date_sk = d_date_sk        and d_date between cast('1998-08-21' as date)                   and (cast('1998-08-21' as date) +  14 )        and page_sk = cp_catalog_page_sk  group by cp_catalog_page_id)  ,  wsr as  (select web_site_id,         sum(sales_price) as sales,         sum(profit) as profit,         sum(return_amt) as returns,         sum(net_loss) as profit_loss  from   ( select  ws_web_site_sk as wsr_web_site_sk,             ws_sold_date_sk  as date_sk,             ws_ext_sales_price as sales_price,             ws_net_profit as profit,             cast(0 as decimal(7,2)) as return_amt,             cast(0 as decimal(7,2)) as net_loss     from web_sales     union all     select ws_web_site_sk as wsr_web_site_sk,            wr_returned_date_sk as date_sk,            cast(0 as decimal(7,2)) as sales_price,            cast(0 as decimal(7,2)) as profit,            wr_return_amt as return_amt,            wr_net_loss as net_loss     from web_returns left outer join web_sales on          ( wr_item_sk = ws_item_sk            and wr_order_number = ws_order_number)    ) salesreturns,      date_dim,      web_site  where date_sk = d_date_sk        and d_date between cast('1998-08-21' as date)                   and (cast('1998-08-21' as date) +  14 )        and wsr_web_site_sk = web_site_sk  group by web_site_id)   select  channel         , id         , sum(sales) as sales         , sum(returns) as returns         , sum(profit) as profit  from   (select 'store channel' as channel         , 'store' || s_store_id as id         , sales         , returns         , (profit - profit_loss) as profit  from   ssr  union all  select 'catalog channel' as channel         , 'catalog_page' || cp_catalog_page_id as id         , sales         , returns         , (profit - profit_loss) as profit  from  csr  union all  select 'web channel' as channel         , 'web_site' || web_site_id as id         , sales         , returns         , (profit - profit_loss) as profit  from   wsr  ) x  group by rollup (channel, id)  order by channel          ,id  limit 100;
5;16;360.126;388;195584;41002;856064;1048576;5334016;33554432;23449600;640000;671744;835584;0;0;0;1.26759e+06;22;item,date_dim,store_sales,customer,customer_address;select  a.ca_state state, count(*) cnt  from customer_address a      ,customer c      ,store_sales s      ,date_dim d      ,item i  where       a.ca_address_sk = c.c_current_addr_sk   and c.c_customer_sk = s.ss_customer_sk   and s.ss_sold_date_sk = d.d_date_sk   and s.ss_item_sk = i.i_item_sk   and d.d_month_seq =         (select distinct (d_month_seq)         from date_dim                where d_year = 1998           and d_moy = 6 )   and i.i_current_price > 1.2 *               (select avg(j.i_current_price)         from item j         where j.i_category = i.i_category)  group by a.ca_state  having count(*) >= 10  order by cnt, a.ca_state   limit 100;
6;16;729.727;578;356352;74173;3045376;1048576;5334016;33554432;23449600;640000;782336;996352;0;0;0;1.41776e+06;16;promotion,item,date_dim,customer_demographics,store_sales;select  i_item_id,          avg(ss_quantity) agg1,         avg(ss_list_price) agg2,         avg(ss_coupon_amt) agg3,         avg(ss_sales_price) agg4   from store_sales, customer_demographics, date_dim, item, promotion  where ss_sold_date_sk = d_date_sk and        ss_item_sk = i_item_sk and        ss_cdemo_sk = cd_demo_sk and        ss_promo_sk = p_promo_sk and        cd_gender = 'M' and         cd_marital_status = 'M' and        cd_education_status = '4 yr Degree' and        (p_channel_email = 'N' or p_channel_event = 'N') and        d_year = 2001   group by i_item_id  order by i_item_id  limit 100;
7;16;1508.87;759;526336;89596;1479680;1048576;5334016;33554432;23449600;640000;990208;1166336;0;0;0;1.93298e+06;28;customer,customer_address,date_dim,store,store_sales;select  s_store_name       ,sum(ss_net_profit)  from store_sales      ,date_dim      ,store,      (select ca_zip      from (       SELECT substr(ca_zip,1,5) ca_zip       FROM customer_address       WHERE substr(ca_zip,1,5) IN (                           '43758','76357','20728','59309','19777','27690',                           '23681','52275','64367','24674','79465',                           '52936','53936','91889','89248','70394',                           '66020','56289','45541','29900','99055',                           '47395','16654','26748','74456','31039',                           '77674','87076','92273','31667','20150',                           '84426','75885','61588','57973','29487',                           '95008','65615','24339','84923','38463',                           '13811','44227','18570','40389','14584',                           '33007','61590','47363','57853','43499',                           '90755','47141','14392','33991','77031',                           '22854','20127','10624','15730','75295',                           '98460','17059','26953','82996','17095',                           '53227','34618','86978','33613','12541',                           '63977','53929','55459','11516','85350',                           '99888','23506','10569','66837','50031',                           '28282','83901','98554','54828','14616',                           '12743','42473','95507','30542','12883',                           '95097','61307','32530','37753','53116',                           '10989','87430','22114','68848','21246',                           '68327','28446','85870','11697','30541',                           '22933','70727','17570','55311','73355',                           '16347','61573','81229','95480','92091',                           '52603','51232','62666','12173','31993',                           '98202','78325','46798','63259','34167',                           '50435','56182','29390','51732','88435',                           '10366','46637','69283','18218','33324',                           '24139','16122','53142','16832','98386',                           '41451','85109','32534','83953','76537',                           '60857','59939','22271','38788','26296',                           '59937','14272','98651','38185','16322',                           '13735','56321','81398','36035','36512',                           '96290','40596','22748','77965','28512',                           '15540','20574','72340','81870','31905',                           '18121','26282','30345','38703','74274',                           '71129','23244','68810','10106','55461',                           '25528','71474','37071','21552','81846',                           '64930','13233','11694','17829','43790',                           '60379','11482','22714','40977','73320',                           '13928','78952','92802','66663','95765',                           '86101','19813','90867','81258','93891',                           '32755','21548','36452','50931','95773',                           '57046','14736','30562','44667','80519',                           '99886','97296','38505','29732','38693',                           '83898','88032','64442','25944','39303',                           '70781','92448','64252','89641','88070',                           '38159','27654','72120','41689','37122',                           '63776','90416','28479','14787','18038',                           '39783','50062','28010','13042','86777',                           '32380','80664','33558','43641','14627',                           '68858','57733','53458','73016','76141',                           '42375','12248','38778','50092','80825',                           '58934','12145','78407','57009','52782',                           '72140','35635','63926','35282','29292',                           '30149','33576','95945','48303','56310',                           '32214','69726','48249','91163','57311',                           '12361','20491','13551','61620','59648',                           '44466','53607','18410','99090','37973',                           '17986','80713','95948','35103','51799',                           '54707','52269','86117','44909','15530',                           '28999','80844','62823','46487','15144',                           '51445','81050','34943','45141','28541',                           '12414','56922','50548','16422','16780',                           '53104','60629','24405','61768','48257',                           '92852','27390','24411','17776','81487',                           '34848','45773','64188','24209','55276',                           '11379','33956','46173','67361','32337',                           '82112','73196','38461','43987','17980',                           '65414','12247','42107','15326','73018',                           '59993','85526','50231','60176','23889',                           '88012','27859','44921','50915','21742',                           '21272','64763','78761','62002','18502',                           '42208','49675','69413','46013','67034',                           '52739','94050','76249','25105','67299',                           '77588','50637','14333','39372','98030',                           '79792','12014','56236','61057','51347',                           '87879','71564','48478','33078','23325',                           '25526','52855','27570','78396','18695',                           '24397','76087','35195','97232','29136',                           '15812','18408','40746','78749')      intersect       select ca_zip       from (SELECT substr(ca_zip,1,5) ca_zip,count(*) cnt             FROM customer_address, customer             WHERE ca_address_sk = c_current_addr_sk and                   c_preferred_cust_flag='Y'             group by ca_zip             having count(*) > 10)A1)A2) V1  where ss_store_sk = s_store_sk   and ss_sold_date_sk = d_date_sk   and d_qoy = 1 and d_year = 2000   and (substr(s_zip,1,2) = substr(V1.ca_zip,1,2))  group by s_store_name  order by s_store_name  limit 100;
8;16;7763.44;60494;19456;7926;905216;1048576;5334016;33554432;23449600;640000;657408;659456;0;0;0;4.81889e+07;46;store_sales,reason;select case when (select count(*)                    from store_sales                    where ss_quantity between 1 and 20) > 144610             then (select avg(ss_ext_tax)                    from store_sales                    where ss_quantity between 1 and 20)              else (select avg(ss_net_paid)                   from store_sales                   where ss_quantity between 1 and 20) end bucket1 ,        case when (select count(*)                   from store_sales                   where ss_quantity between 21 and 40) > 162498             then (select avg(ss_ext_tax)                   from store_sales                   where ss_quantity between 21 and 40)              else (select avg(ss_net_paid)                   from store_sales                   where ss_quantity between 21 and 40) end bucket2,        case when (select count(*)                   from store_sales                   where ss_quantity between 41 and 60) > 28387             then (select avg(ss_ext_tax)                   from store_sales                   where ss_quantity between 41 and 60)             else (select avg(ss_net_paid)                   from store_sales                   where ss_quantity between 41 and 60) end bucket3,        case when (select count(*)                   from store_sales                   where ss_quantity between 61 and 80) > 442573             then (select avg(ss_ext_tax)                   from store_sales                   where ss_quantity between 61 and 80)             else (select avg(ss_net_paid)                   from store_sales                   where ss_quantity between 61 and 80) end bucket4,        case when (select count(*)                   from store_sales                   where ss_quantity between 81 and 100) > 212532             then (select avg(ss_ext_tax)                   from store_sales                   where ss_quantity between 81 and 100)             else (select avg(ss_net_paid)                   from store_sales                   where ss_quantity between 81 and 100) end bucket5 from reason where r_reason_sk = 1 ;
