query_id;dop;execution_time;executor_start_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;Unnamed: 21
8;128;4268.27;2695.36;5944320;832728;25525248;52428800;104857600;524288000;300350464;1746944;7320576;7691264;909312;0;0;8563570.0;27;customer,customer_address,date_dim,store,store_sales;select  s_store_name       ,sum(ss_net_profit)  from store_sales      ,date_dim      ,store,      (select ca_zip      from (       SELECT substr(ca_zip,1,5) ca_zip       FROM customer_address       WHERE substr(ca_zip,1,5) IN (                           '31133','52908','97884','97644','93783','20034',                           '17024','46840','91575','19744','58977',                           '55184','73486','87417','73172','44184',                           '65439','16179','38102','18301','17839',                           '58830','89901','20746','59705','18569',                           '47351','96216','46324','45262','85427',                           '75357','20699','44728','45344','71644',                           '87558','20832','52595','36428','35480',                           '31386','39130','45235','32986','13224',                           '85608','24749','63790','20579','57621',                           '94618','49699','67828','71103','71402',                           '64581','62381','60671','79654','36167',                           '61101','10828','32675','20956','74689',                           '97450','79993','53474','50476','52567',                           '44703','58398','25520','78811','29036',                           '91116','23410','91309','36777','47058',                           '74899','62068','62589','99157','75796',                           '37323','68877','43726','98320','35622',                           '39877','64526','51296','81303','82304',                           '97475','24357','78527','38751','25114',                           '29734','36980','73650','42892','38110',                           '25110','10424','89627','18764','88965',                           '19932','15444','30861','35730','36501',                           '58733','22550','11486','68560','88920',                           '33414','35696','69800','18079','15809',                           '20333','66160','13878','53902','53600',                           '92398','23562','64634','81688','74397',                           '47201','18820','19901','69959','45226',                           '61358','20185','68627','89647','53003',                           '61608','31301','39164','19531','25580',                           '23064','47686','56593','87179','31918',                           '58997','35290','68034','69979','49710',                           '95816','30808','61399','30247','76693',                           '60574','99827','77454','31142','34106',                           '81614','74515','23618','68894','97613',                           '54246','30317','35955','83123','15025',                           '21508','43949','30895','51793','95391',                           '46725','14174','94296','21462','75749',                           '85076','31236','51114','43786','28067',                           '39666','82673','44955','74685','85389',                           '70798','13188','31602','61768','31941',                           '28477','75171','11666','19407','97683',                           '27968','40222','24549','56783','14687',                           '42240','48867','60743','76142','83885',                           '89917','14230','25482','39697','77931',                           '28801','47826','18161','53924','21438',                           '20453','50576','40464','43324','29470',                           '18003','79785','59447','56713','59547',                           '57921','94255','14438','53245','27165',                           '44644','58122','42650','26172','50013',                           '41100','55608','67439','67914','54784',                           '68089','32330','87996','94180','13091',                           '52406','19669','56683','74270','10206',                           '99094','96381','82679','44204','89012',                           '80897','42190','61636','73630','12727',                           '88362','42771','55804','52520','16581',                           '67793','56685','11734','91213','22939',                           '41507','27682','62687','75524','18589',                           '28073','34716','17168','69269','46413',                           '28986','21537','18260','39808','68943',                           '83368','65165','72648','99140','85957',                           '14108','24194','49672','89137','11000',                           '12413','20144','99799','61679','66884',                           '73582','19898','76741','26731','93072',                           '92467','50908','56391','65803','38412',                           '17712','47457','16536','85150','13888',                           '87099','36719','25000','63629','13505',                           '49104','56990','81822','29354','28635',                           '82170','37642','10324','35753','71087',                           '87326','12037','72450','90992','13068',                           '63305','75080','79055','23995','70973',                           '12778','53878','40241','69284','12215',                           '20345','98834','80990','55936','72521',                           '20729','19530','53267','64542','63333',                           '15412','47927','64410','69675','24812',                           '52014','87377','91546','58463','97692',                           '13763','56701','71759','32074','94470',                           '64570','72046','88422','65036','61016',                           '24349','76678','15934','97436','86914',                           '83246','72486','55156','97779')      intersect       select ca_zip       from (SELECT substr(ca_zip,1,5) ca_zip,count(*) cnt             FROM customer_address, customer             WHERE ca_address_sk = c_current_addr_sk and                   c_preferred_cust_flag='Y'             group by ca_zip             having count(*) > 10)A1)A2) V1  where ss_store_sk = s_store_sk   and ss_sold_date_sk = d_date_sk   and d_qoy = 1 and d_year = 2002   and (substr(s_zip,1,2) = substr(V1.ca_zip,1,2))  group by s_store_name  order by s_store_name  limit 100;
9;128;243026.0;5.403;117760;7926;18422784;52428800;104857600;524288000;300350464;1746944;1765376;1864704;193536;0;0;481096000.0;46;store_sales,reason;select case when (select count(*)                    from store_sales                    where ss_quantity between 1 and 20) > 320784             then (select avg(ss_ext_discount_amt)                    from store_sales                    where ss_quantity between 1 and 20)              else (select avg(ss_net_profit)                   from store_sales                   where ss_quantity between 1 and 20) end bucket1 ,        case when (select count(*)                   from store_sales                   where ss_quantity between 21 and 40) > 498796             then (select avg(ss_ext_discount_amt)                   from store_sales                   where ss_quantity between 21 and 40)              else (select avg(ss_net_profit)                   from store_sales                   where ss_quantity between 21 and 40) end bucket2,        case when (select count(*)                   from store_sales                   where ss_quantity between 41 and 60) > 1637521             then (select avg(ss_ext_discount_amt)                   from store_sales                   where ss_quantity between 41 and 60)             else (select avg(ss_net_profit)                   from store_sales                   where ss_quantity between 41 and 60) end bucket3,        case when (select count(*)                   from store_sales                   where ss_quantity between 61 and 80) > 1340218             then (select avg(ss_ext_discount_amt)                   from store_sales                   where ss_quantity between 61 and 80)             else (select avg(ss_net_profit)                   from store_sales                   where ss_quantity between 61 and 80) end bucket4,        case when (select count(*)                   from store_sales                   where ss_quantity between 81 and 100) > 2730070             then (select avg(ss_ext_discount_amt)                   from store_sales                   where ss_quantity between 81 and 100)             else (select avg(ss_net_profit)                   from store_sales                   where ss_quantity between 81 and 100) end bucket5 from reason where r_reason_sk = 1 ;
10;128;7641.09;4727.44;8879104;1161395;25900032;52428800;104857600;524288000;300350464;1746944;10413056;10626048;137216;0;0;9999630.0;35;web_sales,date_dim,store_sales,customer_demographics,customer_address,catalog_sales,customer;select     cd_gender,   cd_marital_status,   cd_education_status,   count(*) cnt1,   cd_purchase_estimate,   count(*) cnt2,   cd_credit_rating,   count(*) cnt3,   cd_dep_count,   count(*) cnt4,   cd_dep_employed_count,   count(*) cnt5,   cd_dep_college_count,   count(*) cnt6  from   customer c,customer_address ca,customer_demographics  where   c.c_current_addr_sk = ca.ca_address_sk and   ca_county in ('Greer County','Boone County','Cumberland County','Tyler County','Marion County') and   cd_demo_sk = c.c_current_cdemo_sk and    exists (select *           from store_sales,date_dim           where c.c_customer_sk = ss_customer_sk and                 ss_sold_date_sk = d_date_sk and                 d_year = 1999 and                 d_moy between 1 and 1+3) and    (exists (select *             from web_sales,date_dim             where c.c_customer_sk = ws_bill_customer_sk and                   ws_sold_date_sk = d_date_sk and                   d_year = 1999 and                   d_moy between 1 ANd 1+3) or      exists (select *              from catalog_sales,date_dim             where c.c_customer_sk = cs_ship_customer_sk and                   cs_sold_date_sk = d_date_sk and                   d_year = 1999 and                   d_moy between 1 and 1+3))  group by cd_gender,           cd_marital_status,           cd_education_status,           cd_purchase_estimate,           cd_credit_rating,           cd_dep_count,           cd_dep_employed_count,           cd_dep_college_count  order by cd_gender,           cd_marital_status,           cd_education_status,           cd_purchase_estimate,           cd_credit_rating,           cd_dep_count,           cd_dep_employed_count,           cd_dep_college_count limit 100;
11;128;21243.9;9402.51;52636672;9914972;62627840;52428800;104857600;524288000;300350464;1746944;46678016;54383616;0;0;0;3906650000000.0;65;store_sales,date_dim,web_sales,customer;with year_total as (  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,c_preferred_cust_flag customer_preferred_cust_flag        ,c_birth_country customer_birth_country        ,c_login customer_login        ,c_email_address customer_email_address        ,d_year dyear        ,sum(ss_ext_list_price-ss_ext_discount_amt) year_total        ,'s' sale_type  from customer      ,store_sales      ,date_dim  where c_customer_sk = ss_customer_sk    and ss_sold_date_sk = d_date_sk  group by c_customer_id          ,c_first_name          ,c_last_name          ,c_preferred_cust_flag           ,c_birth_country          ,c_login          ,c_email_address          ,d_year   union all  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,c_preferred_cust_flag customer_preferred_cust_flag        ,c_birth_country customer_birth_country        ,c_login customer_login        ,c_email_address customer_email_address        ,d_year dyear        ,sum(ws_ext_list_price-ws_ext_discount_amt) year_total        ,'w' sale_type  from customer      ,web_sales      ,date_dim  where c_customer_sk = ws_bill_customer_sk    and ws_sold_date_sk = d_date_sk  group by c_customer_id          ,c_first_name          ,c_last_name          ,c_preferred_cust_flag           ,c_birth_country          ,c_login          ,c_email_address          ,d_year          )   select                     t_s_secyear.customer_id                  ,t_s_secyear.customer_first_name                  ,t_s_secyear.customer_last_name                  ,t_s_secyear.customer_birth_country  from year_total t_s_firstyear      ,year_total t_s_secyear      ,year_total t_w_firstyear      ,year_total t_w_secyear  where t_s_secyear.customer_id = t_s_firstyear.customer_id          and t_s_firstyear.customer_id = t_w_secyear.customer_id          and t_s_firstyear.customer_id = t_w_firstyear.customer_id          and t_s_firstyear.sale_type = 's'          and t_w_firstyear.sale_type = 'w'          and t_s_secyear.sale_type = 's'          and t_w_secyear.sale_type = 'w'          and t_s_firstyear.dyear = 1998          and t_s_secyear.dyear = 1998+1          and t_w_firstyear.dyear = 1998          and t_w_secyear.dyear = 1998+1          and t_s_firstyear.year_total > 0          and t_w_firstyear.year_total > 0          and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else 0.0 end              > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else 0.0 end  order by t_s_secyear.customer_id          ,t_s_secyear.customer_first_name          ,t_s_secyear.customer_last_name          ,t_s_secyear.customer_birth_country limit 100;
13;128;8669.86;781.88;6841344;601911;50259968;52428800;104857600;524288000;300350464;1746944;7053312;8588288;86016;0;0;5925890.0;17;date_dim,customer_address,customer_demographics,household_demographics,store,store_sales;select avg(ss_quantity)        ,avg(ss_ext_sales_price)        ,avg(ss_ext_wholesale_cost)        ,sum(ss_ext_wholesale_cost)  from store_sales      ,store      ,customer_demographics      ,household_demographics      ,customer_address      ,date_dim  where s_store_sk = ss_store_sk  and  ss_sold_date_sk = d_date_sk and d_year = 2001  and((ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'D'   and cd_education_status = 'Secondary'   and ss_sales_price between 100.00 and 150.00   and hd_dep_count = 3         )or      (ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'W'   and cd_education_status = 'Primary'   and ss_sales_price between 50.00 and 100.00      and hd_dep_count = 1      ) or       (ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'S'   and cd_education_status = '4 yr Degree'   and ss_sales_price between 150.00 and 200.00    and hd_dep_count = 1        ))  and((ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('GA', 'CA', 'TX')   and ss_net_profit between 100 and 200        ) or      (ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('VA', 'UT', 'IL')   and ss_net_profit between 150 and 300        ) or      (ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('WV', 'WA', 'OK')   and ss_net_profit between 50 and 250        )) ;
18;128;10994.2;8041.26;25283584;4217929;40034304;52428800;104857600;524288000;300350464;1746944;22326272;27030528;0;0;0;381257000.0;30;item,date_dim,customer_address,customer_demographics,customer,catalog_sales;select  i_item_id,         ca_country,         ca_state,          ca_county,         avg( cast(cs_quantity as decimal(12,2))) agg1,         avg( cast(cs_list_price as decimal(12,2))) agg2,         avg( cast(cs_coupon_amt as decimal(12,2))) agg3,         avg( cast(cs_sales_price as decimal(12,2))) agg4,         avg( cast(cs_net_profit as decimal(12,2))) agg5,         avg( cast(c_birth_year as decimal(12,2))) agg6,         avg( cast(cd1.cd_dep_count as decimal(12,2))) agg7  from catalog_sales, customer_demographics cd1,        customer_demographics cd2, customer, customer_address, date_dim, item  where cs_sold_date_sk = d_date_sk and        cs_item_sk = i_item_sk and        cs_bill_cdemo_sk = cd1.cd_demo_sk and        cs_bill_customer_sk = c_customer_sk and        cd1.cd_gender = 'F' and         cd1.cd_education_status = 'College' and        c_current_cdemo_sk = cd2.cd_demo_sk and        c_current_addr_sk = ca_address_sk and        c_birth_month in (9,7,4,10,3,12) and        d_year = 2001 and        ca_state in ('LA','KY','MN'                    ,'SC','NC','SD','IA')  group by rollup (i_item_id, ca_country, ca_state, ca_county)  order by ca_country,         ca_state,          ca_county,  i_item_id  limit 100;
19;128;4374.98;252.93;1816576;254655;25980928;52428800;104857600;524288000;300350464;1746944;3283968;3563520;883712;0;0;5230830.0;17;customer_address,customer,item,store,store_sales,date_dim;select  i_brand_id brand_id, i_brand brand, i_manufact_id, i_manufact,   sum(ss_ext_sales_price) ext_price  from date_dim, store_sales, item,customer,customer_address,store  where d_date_sk = ss_sold_date_sk    and ss_item_sk = i_item_sk    and i_manager_id=8    and d_moy=11    and d_year=1999    and ss_customer_sk = c_customer_sk     and c_current_addr_sk = ca_address_sk    and substr(ca_zip,1,5) <> substr(s_zip,1,5)     and ss_store_sk = s_store_sk   group by i_brand       ,i_brand_id       ,i_manufact_id       ,i_manufact  order by ext_price desc          ,i_brand          ,i_brand_id          ,i_manufact_id          ,i_manufact limit 100 ;
20;128;4074.73;3900.47;10147840;1409414;22565888;52428800;104857600;524288000;300350464;1746944;11766784;11894784;0;0;0;8330090.0;20;date_dim,item,catalog_sales;select  i_item_id        ,i_item_desc         ,i_category         ,i_class         ,i_current_price        ,sum(cs_ext_sales_price) as itemrevenue         ,sum(cs_ext_sales_price)*100/sum(sum(cs_ext_sales_price)) over            (partition by i_class) as revenueratio  from catalog_sales      ,item       ,date_dim  where cs_item_sk = i_item_sk     and i_category in ('Men', 'Children', 'Shoes')    and cs_sold_date_sk = d_date_sk  and d_date between cast('1999-02-11' as date)       and (cast('1999-02-11' as date) + 30 )  group by i_item_id          ,i_item_desc           ,i_category          ,i_class          ,i_current_price  order by i_category          ,i_class          ,i_item_id          ,i_item_desc          ,revenueratio limit 100;
22;128;19053.9;2181.34;49985536;43656503;21519360;52428800;104857600;524288000;300350464;1746944;8648704;51732480;0;0;0;644423000.0;18;item,date_dim,inventory;select  i_product_name              ,i_brand              ,i_class              ,i_category              ,avg(inv_quantity_on_hand) qoh        from inventory            ,date_dim            ,item        where inv_date_sk=d_date_sk               and inv_item_sk=i_item_sk               and d_month_seq between 1204 and 1204 + 11        group by rollup(i_product_name                        ,i_brand                        ,i_class                        ,i_category) order by qoh, i_product_name, i_brand, i_class, i_category limit 100;
23;128;20842100.0;8.628;16662528;16634824;69357568;52428800;104857600;524288000;300350464;1746944;1765376;18409472;870400;0;0;361680000.0;53;store_sales,item,web_sales,date_dim,customer,catalog_sales;with frequent_ss_items as   (select substr(i_item_desc,1,30) itemdesc,i_item_sk item_sk,d_date solddate,count(*) cnt   from store_sales       ,date_dim        ,item   where ss_sold_date_sk = d_date_sk     and ss_item_sk = i_item_sk      and d_year in (2000,2000+1,2000+2,2000+3)   group by substr(i_item_desc,1,30),i_item_sk,d_date   having count(*) >4),  max_store_sales as  (select max(csales) tpcds_cmax    from (select c_customer_sk,sum(ss_quantity*ss_sales_price) csales         from store_sales             ,customer             ,date_dim          where ss_customer_sk = c_customer_sk          and ss_sold_date_sk = d_date_sk          and d_year in (2000,2000+1,2000+2,2000+3)          group by c_customer_sk)),  best_ss_customer as  (select c_customer_sk,sum(ss_quantity*ss_sales_price) ssales   from store_sales       ,customer   where ss_customer_sk = c_customer_sk   group by c_customer_sk   having sum(ss_quantity*ss_sales_price) > (95/100.0) * (select   * from  max_store_sales))   select  sum(sales)  from (select cs_quantity*cs_list_price sales        from catalog_sales            ,date_dim         where d_year = 2000           and d_moy = 7           and cs_sold_date_sk = d_date_sk           and cs_item_sk in (select item_sk from frequent_ss_items)          and cs_bill_customer_sk in (select c_customer_sk from best_ss_customer)       union all       select ws_quantity*ws_list_price sales        from web_sales             ,date_dim         where d_year = 2000           and d_moy = 7           and ws_sold_date_sk = d_date_sk           and ws_item_sk in (select item_sk from frequent_ss_items)          and ws_bill_customer_sk in (select c_customer_sk from best_ss_customer))   limit 100;
25;128;6721300.0;3599.5;8986624;1734405;41553920;52428800;104857600;524288000;300350464;1746944;9421824;10733568;0;0;0;8330080.0;23;item,date_dim,catalog_sales,store_returns,store,store_sales;select    i_item_id  ,i_item_desc  ,s_store_id  ,s_store_name  ,min(ss_net_profit) as store_sales_profit  ,min(sr_net_loss) as store_returns_loss  ,min(cs_net_profit) as catalog_sales_profit  from  store_sales  ,store_returns  ,catalog_sales  ,date_dim d1  ,date_dim d2  ,date_dim d3  ,store  ,item  where  d1.d_moy = 4  and d1.d_year = 2002  and d1.d_date_sk = ss_sold_date_sk  and i_item_sk = ss_item_sk  and s_store_sk = ss_store_sk  and ss_customer_sk = sr_customer_sk  and ss_item_sk = sr_item_sk  and ss_ticket_number = sr_ticket_number  and sr_returned_date_sk = d2.d_date_sk  and d2.d_moy               between 4 and  10  and d2.d_year              = 2002  and sr_customer_sk = cs_bill_customer_sk  and sr_item_sk = cs_item_sk  and cs_sold_date_sk = d3.d_date_sk  and d3.d_moy               between 4 and  10   and d3.d_year              = 2002  group by  i_item_id  ,i_item_desc  ,s_store_id  ,s_store_name  order by  i_item_id  ,i_item_desc  ,s_store_id  ,s_store_name  limit 100;
26;128;5425.55;1302.2;9693184;1543041;30215168;52428800;104857600;524288000;300350464;1746944;9914368;11440128;0;0;0;11704300.0;23;promotion,item,date_dim,customer_demographics,catalog_sales;select  i_item_id,          avg(cs_quantity) agg1,         avg(cs_list_price) agg2,         avg(cs_coupon_amt) agg3,         avg(cs_sales_price) agg4   from catalog_sales, customer_demographics, date_dim, item, promotion  where cs_sold_date_sk = d_date_sk and        cs_item_sk = i_item_sk and        cs_bill_cdemo_sk = cd_demo_sk and        cs_promo_sk = p_promo_sk and        cd_gender = 'F' and         cd_marital_status = 'M' and        cd_education_status = '4 yr Degree' and        (p_channel_email = 'N' or p_channel_event = 'N') and        d_year = 2000   group by i_item_id  order by i_item_id  limit 100;
27;128;10395.6;6632.1;15875072;1933466;45218816;52428800;104857600;524288000;300350464;1746944;16026624;17622016;0;0;0;22733800.0;25;item,date_dim,customer_demographics,store,store_sales;select  i_item_id,         s_state, grouping(s_state) g_state,         avg(ss_quantity) agg1,         avg(ss_list_price) agg2,         avg(ss_coupon_amt) agg3,         avg(ss_sales_price) agg4  from store_sales, customer_demographics, date_dim, store, item  where ss_sold_date_sk = d_date_sk and        ss_item_sk = i_item_sk and        ss_store_sk = s_store_sk and        ss_cdemo_sk = cd_demo_sk and        cd_gender = 'M' and        cd_marital_status = 'M' and        cd_education_status = 'College' and        d_year = 1999 and        s_state in ('GA','MI', 'SD', 'OH', 'MO', 'SC')  group by rollup (i_item_id, s_state)  order by i_item_id          ,s_state  limit 100;
29;128;8513370.0;3226.45;8244224;1627538;38103040;52428800;104857600;524288000;300350464;1746944;8899584;9991168;190464;0;0;8328460.0;23;item,date_dim,catalog_sales,store_returns,store,store_sales;select         i_item_id     ,i_item_desc     ,s_store_id     ,s_store_name     ,avg(ss_quantity)        as store_sales_quantity     ,avg(sr_return_quantity) as store_returns_quantity     ,avg(cs_quantity)        as catalog_sales_quantity  from     store_sales    ,store_returns    ,catalog_sales    ,date_dim             d1    ,date_dim             d2    ,date_dim             d3    ,store    ,item  where      d1.d_moy               = 4   and d1.d_year              = 2000  and d1.d_date_sk           = ss_sold_date_sk  and i_item_sk              = ss_item_sk  and s_store_sk             = ss_store_sk  and ss_customer_sk         = sr_customer_sk  and ss_item_sk             = sr_item_sk  and ss_ticket_number       = sr_ticket_number  and sr_returned_date_sk    = d2.d_date_sk  and d2.d_moy               between 4 and  4 + 3   and d2.d_year              = 2000  and sr_customer_sk         = cs_bill_customer_sk  and sr_item_sk             = cs_item_sk  and cs_sold_date_sk        = d3.d_date_sk       and d3.d_year              in (2000,2000+1,2000+2)  group by     i_item_id    ,i_item_desc    ,s_store_id    ,s_store_name  order by     i_item_id     ,i_item_desc    ,s_store_id    ,s_store_name  limit 100;
30;128;9351.87;4.106;372736;592298;12080128;52428800;104857600;524288000;300350464;1746944;1755136;2119680;157696;0;0;2303380.0;23;date_dim,web_returns,customer,customer_address;with customer_total_return as  (select wr_returning_customer_sk as ctr_customer_sk         ,ca_state as ctr_state,    sum(wr_return_amt) as ctr_total_return  from web_returns      ,date_dim      ,customer_address  where wr_returned_date_sk = d_date_sk     and d_year =2002    and wr_returning_addr_sk = ca_address_sk   group by wr_returning_customer_sk          ,ca_state)   select  c_customer_id,c_salutation,c_first_name,c_last_name,c_preferred_cust_flag        ,c_birth_day,c_birth_month,c_birth_year,c_birth_country,c_login,c_email_address        ,c_last_review_date,ctr_total_return  from customer_total_return ctr1      ,customer_address      ,customer  where ctr1.ctr_total_return > (select avg(ctr_total_return)*1.2       from customer_total_return ctr2                       where ctr1.ctr_state = ctr2.ctr_state)        and ca_address_sk = c_current_addr_sk        and ca_state = 'NM'        and ctr1.ctr_customer_sk = c_customer_sk  order by c_customer_id,c_salutation,c_first_name,c_last_name,c_preferred_cust_flag                   ,c_birth_day,c_birth_month,c_birth_year,c_birth_country,c_login,c_email_address                   ,c_last_review_date,ctr_total_return limit 100;
31;128;13006.6;10630.7;30380032;3883347;43299840;52428800;104857600;524288000;300350464;1746944;31766528;32126976;0;0;0;30809400.0;71;web_sales,customer_address,date_dim,store_sales;with ss as  (select ca_county,d_qoy, d_year,sum(ss_ext_sales_price) as store_sales  from store_sales,date_dim,customer_address  where ss_sold_date_sk = d_date_sk   and ss_addr_sk=ca_address_sk  group by ca_county,d_qoy, d_year),  ws as  (select ca_county,d_qoy, d_year,sum(ws_ext_sales_price) as web_sales  from web_sales,date_dim,customer_address  where ws_sold_date_sk = d_date_sk   and ws_bill_addr_sk=ca_address_sk  group by ca_county,d_qoy, d_year)  select          ss1.ca_county        ,ss1.d_year        ,ws2.web_sales/ws1.web_sales web_q1_q2_increase        ,ss2.store_sales/ss1.store_sales store_q1_q2_increase        ,ws3.web_sales/ws2.web_sales web_q2_q3_increase        ,ss3.store_sales/ss2.store_sales store_q2_q3_increase  from         ss ss1        ,ss ss2        ,ss ss3        ,ws ws1        ,ws ws2        ,ws ws3  where     ss1.d_qoy = 1     and ss1.d_year = 1998     and ss1.ca_county = ss2.ca_county     and ss2.d_qoy = 2     and ss2.d_year = 1998  and ss2.ca_county = ss3.ca_county     and ss3.d_qoy = 3     and ss3.d_year = 1998     and ss1.ca_county = ws1.ca_county     and ws1.d_qoy = 1     and ws1.d_year = 1998     and ws1.ca_county = ws2.ca_county     and ws2.d_qoy = 2     and ws2.d_year = 1998     and ws1.ca_county = ws3.ca_county     and ws3.d_qoy = 3     and ws3.d_year =1998     and case when ws1.web_sales > 0 then ws2.web_sales/ws1.web_sales else null end         > case when ss1.store_sales > 0 then ss2.store_sales/ss1.store_sales else null end     and case when ws2.web_sales > 0 then ws3.web_sales/ws2.web_sales else null end        > case when ss2.store_sales > 0 then ss3.store_sales/ss2.store_sales else null end  order by ss1.d_year;
32;128;20824.5;4.283;17408;11689;15332352;52428800;104857600;524288000;300350464;1746944;1758208;1764352;158720;0;0;6957380.0;16;date_dim,item,catalog_sales;"select  sum(cs_ext_discount_amt)  as ""excess discount amount""  from     catalog_sales     ,item     ,date_dim where i_manufact_id = 283 and i_item_sk = cs_item_sk  and d_date between '1999-02-22' and          (cast('1999-02-22' as date) + 90 ) and d_date_sk = cs_sold_date_sk  and cs_ext_discount_amt        > (           select              1.3 * avg(cs_ext_discount_amt)           from              catalog_sales             ,date_dim          where                cs_item_sk = i_item_sk            and d_date between '1999-02-22' and                              (cast('1999-02-22' as date) + 90 )           and d_date_sk = cs_sold_date_sk        )  limit 100";
33;128;26839900.0;8.308;98304;56975;52501504;52428800;104857600;524288000;300350464;1746944;1768448;1845248;4036608;0;0;56276000.0;41;catalog_sales,web_sales,item,customer_address,date_dim,store_sales;with ss as (  select           i_manufact_id,sum(ss_ext_sales_price) total_sales  from   store_sales,   date_dim,          customer_address,          item  where          i_manufact_id in (select   i_manufact_id from  item where i_category in ('Jewelry'))  and     ss_item_sk              = i_item_sk  and     ss_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 5  and     ss_addr_sk              = ca_address_sk  and     ca_gmt_offset           = -5   group by i_manufact_id),  cs as (  select           i_manufact_id,sum(cs_ext_sales_price) total_sales  from   catalog_sales,   date_dim,          customer_address,          item  where          i_manufact_id               in (select   i_manufact_id from  item where i_category in ('Jewelry'))  and     cs_item_sk              = i_item_sk  and     cs_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 5  and     cs_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5   group by i_manufact_id),  ws as (  select           i_manufact_id,sum(ws_ext_sales_price) total_sales  from   web_sales,   date_dim,          customer_address,          item  where          i_manufact_id               in (select   i_manufact_id from  item where i_category in ('Jewelry'))  and     ws_item_sk              = i_item_sk  and     ws_sold_date_sk         = d_date_sk  and     d_year                  = 1998  and     d_moy                   = 5  and     ws_bill_addr_sk         = ca_address_sk  and     ca_gmt_offset           = -5  group by i_manufact_id)   select  i_manufact_id ,sum(total_sales) total_sales  from  (select * from ss          union all         select * from cs          union all         select * from ws) tmp1  group by i_manufact_id  order by total_sales limit 100;
34;128;4341.08;383.919;1955840;443690;23694336;52428800;104857600;524288000;300350464;1746944;3134464;3702784;1153024;0;0;4844860.0;15;date_dim,household_demographics,store,store_sales,customer;select c_last_name        ,c_first_name        ,c_salutation        ,c_preferred_cust_flag        ,ss_ticket_number        ,cnt from    (select ss_ticket_number           ,ss_customer_sk           ,count(*) cnt     from store_sales,date_dim,store,household_demographics     where store_sales.ss_sold_date_sk = date_dim.d_date_sk     and store_sales.ss_store_sk = store.s_store_sk       and store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk     and (date_dim.d_dom between 1 and 3 or date_dim.d_dom between 25 and 28)     and (household_demographics.hd_buy_potential = '501-1000' or          household_demographics.hd_buy_potential = 'Unknown')     and household_demographics.hd_vehicle_count > 0     and (case when household_demographics.hd_vehicle_count > 0   then household_demographics.hd_dep_count/ household_demographics.hd_vehicle_count   else null   end)  > 1.2     and date_dim.d_year in (2000,2000+1,2000+2)     and store.s_county in ('Ziebach County','Fairfield County','Walker County','Barrow County',                            'Williamson County','Franklin Parish','Richland County','Luce County')     group by ss_ticket_number,ss_customer_sk) dn,customer     where ss_customer_sk = c_customer_sk       and cnt between 15 and 20     order by c_last_name,c_first_name,c_salutation,c_preferred_cust_flag desc, ss_ticket_number;
